location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Mexico,MEX,3/29/2022,191907868,85580293,79711762,,1466393,431743,147.32,65.7,61.19,,3314,6669,0.005
Mexico,MEX,3/30/2022,,,,,,428584,,,,,3290,7073,0.005
Mexico,MEX,3/31/2022,,,,,,402104,,,,,3087,6820,0.005
Mexico,MEX,4/1/2022,,,,,,375624,,,,,2884,6567,0.005
Mexico,MEX,4/2/2022,,,,,,344595,,,,,2645,6093,0.005
Mexico,MEX,4/3/2022,,,,,,349553,,,,,2683,6204,0.005
Mexico,MEX,4/4/2022,,,,,,359771,,,,,2762,6856,0.005
Mexico,MEX,4/5/2022,,,,,,175334,,,,,1346,7253,0.006
Mexico,MEX,4/6/2022,,,,,,175334,,,,,1346,7253,0.006
Mexico,MEX,4/7/2022,,,,,,175334,,,,,1346,7253,0.006
Mexico,MEX,4/8/2022,,,,,,175334,,,,,1346,7253,0.006
Mexico,MEX,4/9/2022,,,,,,175334,,,,,1346,7253,0.006
Mexico,MEX,4/10/2022,,,,,,175334,,,,,1346,7253,0.006
Mexico,MEX,4/11/2022,,,,,,175334,,,,,1346,7253,0.006
Mexico,MEX,4/12/2022,,,,,,175334,,,,,1346,7253,0.006
Mexico,MEX,4/13/2022,194537872,85689086,79919412,,,175334,149.34,65.78,61.35,,1346,7253,0.006
Mexico,MEX,4/14/2022,,,,,,185683,,,,,1425,6923,0.005
Mexico,MEX,4/15/2022,,,,,,196033,,,,,1505,6592,0.005
Mexico,MEX,4/16/2022,,,,,,206382,,,,,1584,6262,0.005
Mexico,MEX,4/17/2022,195528994,85708849,79945002,,,216732,150.1,65.8,61.37,,1664,5932,0.005
Mexico,MEX,4/18/2022,,,,,,235007,,,,,1804,5557,0.004
Mexico,MEX,4/19/2022,,,,,,253283,,,,,1944,5183,0.004
Mexico,MEX,4/20/2022,196438782,85722750,,43248573,,271559,150.8,65.81,,33.2,2085,4809,0.004
Mexico,MEX,4/21/2022,196998244,85745934,,43758721,559462,316084,151.23,65.83,,33.59,2427,7415,0.006
Mexico,MEX,4/22/2022,197496797,85767339,,44213119,498553,351909,151.61,65.84,,33.94,2702,9767,0.007
Mexico,MEX,4/23/2022,,,,,,377688,,,,,2899,10916,0.008
Mexico,MEX,4/24/2022,198353262,85793297,,44986463,,403467,152.27,65.86,,34.54,3097,12064,0.009
Mexico,MEX,4/25/2022,198511220,85797486,,45134105,157958,382709,152.39,65.87,,34.65,2938,12000,0.009
Mexico,MEX,4/26/2022,,,,,,382891,,,,,2939,12735,0.01
Mexico,MEX,4/27/2022,,,,,,383073,,,,,2941,13469,0.01
Mexico,MEX,4/28/2022,,,,,,346654,,,,,2661,11553,0.009
Mexico,MEX,4/29/2022,,,,,,318937,,,,,2448,9892,0.008
Mexico,MEX,4/30/2022,,,,,,301266,,,,,2313,9434,0.007
Mexico,MEX,5/1/2022,,,,,,283595,,,,,2177,8976,0.007
Mexico,MEX,5/2/2022,,,,,,304535,,,,,2338,9774,0.008
Mexico,MEX,5/3/2022,,,,,,304535,,,,,2338,9774,0.008
Mexico,MEX,5/4/2022,,,,,,304535,,,,,2338,9774,0.008
Mexico,MEX,5/5/2022,,,,,,304535,,,,,2338,9774,0.008
Mexico,MEX,5/6/2022,201861103,85904997,79947470,48258084,,304535,154.97,65.95,61.37,37.05,2338,9774,0.008
Mexico,MEX,5/7/2022,,,,,,337936,,,,,2594,8750,0.007
Mexico,MEX,5/8/2022,,,,,,371337,,,,,2851,7727,0.006
Mexico,MEX,5/9/2022,,,,,,404738,,,,,3107,6704,0.005
Mexico,MEX,5/10/2022,,,,,,438139,,,,,3364,5680,0.004
Mexico,MEX,5/11/2022,,,,,,471540,,,,,3620,4657,0.004
Mexico,MEX,5/12/2022,,,,,,504941,,,,,3876,3634,0.003
Mexico,MEX,5/13/2022,205629496,85923271,79947470,52940036,,538342,157.86,65.96,61.37,40.64,4133,2611,0.002
Mexico,MEX,5/14/2022,,,,,,523919,,,,,4022,46796,0.036
Mexico,MEX,5/15/2022,,,,,,509497,,,,,3911,90981,0.07
Mexico,MEX,5/16/2022,206941649,86858994,,53001421,,495074,158.87,66.68,,40.69,3801,135166,0.104
Mexico,MEX,5/17/2022,,,,,,418168,,,,,3210,134794,0.103
Mexico,MEX,5/18/2022,,,,,,341262,,,,,2620,134421,0.103
Mexico,MEX,5/19/2022,,,,,,264356,,,,,2029,134048,0.103
Mexico,MEX,5/20/2022,206941649,86858994,79947470,53001421,,187450,158.87,66.68,61.37,40.69,1439,133675,0.103
Mexico,MEX,5/21/2022,,,,,,142202,,,,,1092,101246,0.078
Mexico,MEX,5/22/2022,,,,,,96954,,,,,744,68817,0.053
Mexico,MEX,5/23/2022,,,,,,51706,,,,,397,36388,0.028
Mexico,MEX,5/24/2022,,,,,,68941,,,,,529,48517,0.037
Mexico,MEX,5/25/2022,,,,,,86176,,,,,662,60646,0.047
Mexico,MEX,5/26/2022,,,,,,103411,,,,,794,72775,0.056
Mexico,MEX,5/27/2022,,,,,,120646,,,,,926,84904,0.065
Mexico,MEX,5/28/2022,,,,,,120646,,,,,926,84904,0.065
Mexico,MEX,5/29/2022,,,,,,120646,,,,,926,84904,0.065
Mexico,MEX,5/30/2022,,,,,,120646,,,,,926,84904,0.065
Mexico,MEX,5/31/2022,,,,,,120646,,,,,926,84904,0.065
Mexico,MEX,6/1/2022,,,,,,120646,,,,,926,84904,0.065
Mexico,MEX,6/2/2022,,,,,,120646,,,,,926,84904,0.065
Mexico,MEX,6/3/2022,208630697,88047653,79947470,53063583,,120646,160.16,67.59,61.37,40.74,926,84904,0.065
